# UniKey Telex expectations, converted to keys<TAB>expected.
# Source: fcitx5-unikey, test/testunikey.cpp (expectedTelexData), commit ed9170c35c1a6275d105e03d7f9bc4f674c1469c
# SPDX-FileCopyrightText: 2021 CSSlayer <wengxt@gmail.com>
# SPDX-License-Identifier: GPL-2.0-or-later
# Rows commented out upstream are left out. Some rows encode UniKey's own
# conventions, so LibreKey is not expected to pass every one: the test gates
# on the number that pass today (OKEngineCorpusTests).
owms	ớm
owmss	ơms
owmx	ỡm
owmxx	ơmx
own	ơn
ownf	ờn
ownff	ơnf
ownj	ợn
ownjj	ơnj
ownr	ởn
ownrr	ơnr
owns	ớn
ownss	ơns
ownx	ỡn
ownxx	ơnx
owp	ơp
owpj	ợp
owpjj	ơpj
owps	ớp
owpss	ơps
owr	ở
owrr	ơr
ows	ớ
owss	ơs
owt	ơt
owtj	ợt
owtjj	ơtj
owts	ớt
owtss	ơts
oww	ow
owx	ỡ
owxx	ơx
ox	õ
oxx	ox
q	q
qu	qu
quo	quo
quof	quò
quoff	quof
quoj	quọ
quojj	quoj
quor	quỏ
quorr	quor
quos	quó
quoss	quos
quow	quơ
quowc	quơc
quowf	quờ
quowff	quơf
quowi	quơi
quowif	quời
quowiff	quơif
quowij	quợi
quowijj	quơij
quowir	quởi
quowirr	quơir
quowis	quới
quowiss	quơis
quowix	quỡi
quowixx	quơix
quowj	quợ
quowjj	quơj
quowm	quơm
quowmf	quờm
quowmff	quơmf
quowmj	quợm
quowmjj	quơmj
quowmr	quởm
quowmrr	quơmr
quowms	quớm
quowmss	quơms
quowmx	quỡm
quowmxx	quơmx
quown	quơn
quownf	quờn
quownff	quơnf
quowng	quơng
quownj	quợn
quownjj	quơnj
quownr	quởn
quownrr	quơnr
quowns	quớn
quownss	quơns
quownx	quỡn
quownxx	quơnx
quowp	quơp
quowps	quớp
quowpss	quơps
quowr	quở
quowrr	quơr
quows	quớ
quowss	quơs
quowt	quơt
quowtj	quợt
quowtjj	quơtj
quowts	quớt
quowtss	quơts
quowu	quơu
quoww	quow
quowx	quỡ
quowxx	quơx
quox	quõ
quoxx	quox
qw	qw
quw	quw
t	t
th	th
thu	thu
thuf	thù
thuff	thuf
thuj	thụ
thujj	thuj
thuo	thuo
thuoff	thuof
thuojj	thuoj
thuorr	thuor
thuoss	thuos
thuow	thuơ
thuowc	thươc
thuowcj	thược
thuowcjj	thươcj
thuowcs	thước
thuowcss	thươcs
thuowf	thuờ
thuowff	thuơf
thuowj	thuợ
thuowjj	thuơj
thuowm	thươm
thuowmf	thườm
thuowmff	thươmf
thuowmj	thượm
thuowmjj	thươmj
thuowmr	thưởm
thuowmrr	thươmr
thuowms	thướm
thuowmss	thươms
thuowmx	thưỡm
thuowmxx	thươmx
thuown	thươn
thuownf	thườn
thuownff	thươnf
thuowng	thương
thuowngf	thường
thuowngff	thươngf
thuowngj	thượng
thuowngjj	thươngj
thuowngr	thưởng
thuowngrr	thươngr
thuowngs	thướng
thuowngss	thươngs
thuowngx	thưỡng
thuowngxx	thươngx
thuownj	thượn
thuownjj	thươnj
thuownr	thưởn
thuownrr	thươnr
thuowns	thướn
thuownss	thươns
thuownx	thưỡn
thuownxx	thươnx
thuowp	thươp
thuowpj	thượp
thuowpjj	thươpj
thuowps	thướp
thuowpss	thươps
thuowr	thuở
thuowrr	thuơr
thuows	thuớ
thuowss	thuơs
thuowt	thươt
thuowtj	thượt
thuowtjj	thươtj
thuowts	thướt
thuowtss	thươts
thuoww	thươ
thuowwc	thươc
thuowwcj	thược
thuowwcjj	thươcj
thuowwcs	thước
thuowwcss	thươcs
thuowwf	thườ
thuowwff	thươf
thuowwi	thươi
thuowwif	thười
thuowwiff	thươif
thuowwij	thượi
thuowwijj	thươij
thuowwir	thưởi
thuowwirr	thươir
thuowwis	thưới
thuowwiss	thươis
thuowwix	thưỡi
thuowwixx	thươix
thuowwj	thượ
thuowwjj	thươj
thuowwm	thươm
thuowwmf	thườm
thuowwmff	thươmf
thuowwmj	thượm
thuowwmjj	thươmj
thuowwmr	thưởm
thuowwmrr	thươmr
thuowwms	thướm
thuowwmss	thươms
thuowwmx	thưỡm
thuowwmxx	thươmx
thuowwn	thươn
thuowwnf	thườn
thuowwnff	thươnf
thuowwng	thương
thuowwngf	thường
thuowwngff	thươngf
thuowwngj	thượng
thuowwngjj	thươngj
thuowwngr	thưởng
thuowwngrr	thươngr
thuowwngs	thướng
thuowwngss	thươngs
thuowwngx	thưỡng
thuowwngxx	thươngx
thuowwnj	thượn
thuowwnjj	thươnj
thuowwnr	thưởn
thuowwnrr	thươnr
thuowwns	thướn
thuowwnss	thươns
thuowwnx	thưỡn
thuowwnxx	thươnx
thuowwp	thươp
thuowwpj	thượp
thuowwpjj	thươpj
thuowwps	thướp
thuowwpss	thươps
thuowwr	thưở
thuowwrr	thươr
thuowws	thướ
thuowwss	thươs
thuowwt	thươt
thuowwtj	thượt
thuowwtjj	thươtj
thuowwts	thướt
thuowwtss	thươts
thuowwu	thươu
thuowwuf	thườu
thuowwuff	thươuf
thuowwuj	thượu
thuowwujj	thươuj
thuowwur	thưởu
thuowwurr	thươur
thuowwus	thướu
thuowwuss	thươus
thuowwux	thưỡu
thuowwuxx	thươux
thuowww	thuow
thuowwx	thưỡ
thuowwxx	thươx
thuowx	thuỡ
thuowxx	thuơx
thur	thủ
thurr	thur
thus	thú
thuss	thus
thux	thũ
thuxx	thux
u	u
ua	ua
uaf	ùa
uaff	uaf
uaj	ụa
uajj	uaj
uar	ủa
uarr	uar
uas	úa
uass	uas
uax	ũa
uaxx	uax
uc	uc
ucj	ục
ucjj	ucj
ucs	úc
ucss	ucs
uf	ù
uff	uf
ui	ui
uif	ùi
uiff	uif
uij	ụi
uijj	uij
uir	ủi
uirr	uir
uis	úi
uiss	uis
uix	ũi
uixx	uix
uj	ụ
ujj	uj
um	um
umf	ùm
umff	umf
umj	ụm
umjj	umj
umr	ủm
umrr	umr
ums	úm
umss	ums
umx	ũm
umxx	umx
un	un
unf	ùn
unff	unf
ung	ung
ungf	ùng
ungff	ungf
ungj	ụng
ungjj	ungj
ungr	ủng
ungrr	ungr
ungs	úng
ungss	ungs
ungx	ũng
ungxx	ungx
unj	ụn
unjj	unj
unr	ủn
unrr	unr
uns	ún
unss	uns
unx	ũn
unxx	unx
uo	uo
uow	uơ
uowc	ươc
uowcj	ược
uowcjj	ươcj
uowcs	ước
uowcss	ươcs
uowf	uờ
uowff	uơf
uowi	ươi
uwoi	ươi
uowif	ười
uowiff	ươif
uowij	ượi
uowijj	ươij
uowir	ưởi
uowirr	ươir
uowis	ưới
uowiss	ươis
uowix	ưỡi
uowixx	ươix
uowj	uợ
uowjj	uơj
uowm	ươm
uowmf	ườm
uowmff	ươmf
uowmj	ượm
uowmjj	ươmj
uowmr	ưởm
uowmrr	ươmr
uowms	ướm
uowmss	ươms
uowmx	ưỡm
uowmxx	ươmx
uown	ươn
uownf	ườn
uownff	ươnf
uowng	ương
uowngf	ường
uowngff	ươngf
uowngj	ượng
uowngjj	ươngj
uowngr	ưởng
uowngrr	ươngr
uowngs	ướng
uowngss	ươngs
uowngx	ưỡng
uowngxx	ươngx
uownj	ượn
uownjj	ươnj
uownr	ưởn
uownrr	ươnr
uowns	ướn
uownss	ươns
uownx	ưỡn
uownxx	ươnx
uowp	ươp
uowpj	ượp
uowpjj	ươpj
uowps	ướp
uowpss	ươps
uowr	uở
uowrr	uơr
uows	uớ
uowss	uơs
uowt	ươt
uowtj	ượt
uowtjj	ươtj
uowts	ướt
uowtss	ươts
uowu	ươu
uwou	ươu
uowuf	ườu
uowuff	ươuf
uowuj	ượu
uowujj	ươuj
uowur	ưởu
uowurr	ươur
uowus	ướu
uowuss	ươus
uowux	ưỡu
uowuxx	ươux
uoww	ươ
uowww	uow
uowx	uỡ
uowxx	uơx
uox	ũo
uoxx	uox
up	up
upj	ụp
upjj	upj
ups	úp
upss	ups
ur	ủ
urr	ur
us	ú
uss	us
ut	ut
utj	ụt
utjj	utj
uts	út
utss	uts
uw	ư
uwa	ưa
uwaf	ừa
uwaff	ưaf
uwaj	ựa
uwajj	ưaj
uwar	ửa
uwarr	ưar
uwas	ứa
uwass	ưas
uwax	ữa
uwaxx	ưax
uwc	ưc
uwcj	ực
uwcjj	ưcj
uwcs	ức
uwcss	ưcs
uwf	ừ
uwff	ưf
uwi	ưi
uwif	ừi
uwiff	ưif
uwij	ựi
uwijj	ưij
uwir	ửi
uwirr	ưir
uwis	ứi
uwiss	ưis
uwix	ữi
uwixx	ưix
uwj	ự
uwjj	ưj
uwm	ưm
uwmf	ừm
uwmff	ưmf
uwmj	ựm
uwmjj	ưmj
uwmr	ửm
uwmrr	ưmr
uwms	ứm
uwmss	ưms
uwmx	ữm
uwmxx	ưmx
uwn	ưn
uwnf	ừn
uwnff	ưnf
uwng	ưng
uwngf	ừng
uwngff	ưngf
uwngj	ựng
uwngjj	ưngj
uwngr	ửng
uwngrr	ưngr
uwngs	ứng
uwngss	ưngs
uwngx	ững
uwngxx	ưngx
uwnj	ựn
uwnjj	ưnj
uwnr	ửn
uwnrr	ưnr
uwns	ứn
uwnss	ưns
uwnx	ữn
uwnxx	ưnx
uwr	ử
uwrr	ưr
uws	ứ
uwss	ưs
uwt	ưt
uwtj	ựt
uwtjj	ưtj
uwts	ứt
uwtss	ưts
uwu	ưu
uwuf	ừu
uwuff	ưuf
uwuj	ựu
uwujj	ưuj
uwur	ửu
uwurr	ưur
uwus	ứu
uwuss	ưus
uwux	ữu
uwuxx	ưux
uww	uw
uwx	ữ
uwxx	ưx
ux	ũ
uxx	ux
w	ư
wa	ưa
waf	ừa
waff	ưaf
waj	ựa
wajj	ưaj
war	ửa
warr	ưar
was	ứa
wass	ưas
wax	ữa
waxx	ưax
wc	ưc
wcj	ực
wcjj	ưcj
wcs	ức
wcss	ưcs
wf	ừ
wff	ưf
wi	ưi
wif	ừi
wiff	ưif
wij	ựi
wijj	ưij
wir	ửi
wirr	ưir
wis	ứi
wiss	ưis
wix	ữi
wixx	ưix
wj	ự
wjj	ưj
wm	ưm
wmf	ừm
wmff	ưmf
wmj	ựm
wmjj	ưmj
wmr	ửm
wmrr	ưmr
wms	ứm
wmss	ưms
wmx	ữm
wmxx	ưmx
wn	ưn
wnf	ừn
wnff	ưnf
wng	ưng
wngf	ừng
wngff	ưngf
wngj	ựng
wngjj	ưngj
wngr	ửng
wngrr	ưngr
wngs	ứng
wngss	ưngs
wngx	ững
wngxx	ưngx
wnj	ựn
wnjj	ưnj
wnr	ửn
wnrr	ưnr
wns	ứn
wnss	ưns
wnx	ữn
wnxx	ưnx
wr	ử
wrr	ưr
ws	ứ
wss	ưs
wt	ưt
wtj	ựt
wtjj	ưtj
wts	ứt
wtss	ưts
wu	ưu
wuf	ừu
wuff	ưuf
wuj	ựu
wujj	ưuj
wur	ửu
wurr	ưur
wus	ứu
wuss	ưus
wux	ữu
wuxx	ưux
ww	w
www	ww
wwww	www
wx	ữ
wxx	ưx
y	y
ya	ya
yc	yc
ych	ych
yf	ỳ
yff	yf
yj	ỵ
yjj	yj
yn	yn
ynn	ynn
yp	yp
yr	ỷ
yrr	yr
ys	ý
yss	ys
yt	yt
ytj	ỵt
ytjj	ytj
yts	ýt
ytss	yts
yu	yu
yx	ỹ
yxx	yx
